Epm_nEng_100ms,VehV_v_100ms,ActMod_trqInr_100ms,RngMod_trqCrSmin_100ms,CoVeh_trqAcs_100ms,Clth_st_100ms,CoEng_st_100ms,Com_rTSC1VRVCURtdrTq_100ms,Com_rTSC1VRRDTrqReq_100ms,RoadSlope_100ms,Vehicle_Mass
1223,62,2579.5,-168,9.999747,0,3,0,0,-0.2,38
1237.5,76.25,0,-196,9.999747,0,3,0,0,-3.1,38
1366,84.15,0,-224,9.999747,0,3,0,0,-2.7,38
1165.5,72.83,611.6185,-168,9.999747,0,3,0,0,0,38
1264.5,78.06,0,-196,9.999747,0,3,0,0,-2.7,38
1120,82.94,0,-168,9.999747,0,3,0,0,-4,49
1274.5,66.84,0,-168,9.999747,0,3,0,0,-3.8,49
1189,73.53,0,-196,9.999747,0,3,0,0,-1,38
1167,61.98,0,-168,9.999747,0,3,0,0,3.8,49
1356.5,71.06,242.2058,-196,9.999747,0,3,0,0,0.4,38
1194.5,74.27,619.5,-196,9.999747,0,3,0,0,0.4,38
1009,75.21,0,-168,9.999747,0,3,0,0,-1.9,38
1255,78.05,0,-196,9.999747,0,3,0,0,-3.1,38
1153,71.14,2383.5,-140,9.999747,0,3,0,0,2.5,38
1010,75.2,0,-168,9.999747,0,3,0,0,-1.9,38
1142.5,70.7,2215.068,-168,9.999747,0,3,0,0,2.1,38
1303,80.3,0,-196,9.999747,0,3,0,0,-2.9,38
1155.5,71.45,2103.5,-168,9.999747,0,3,0,0,1.9,38
1160.5,71.87,2019.5,-168,9.999747,0,3,0,0,1.7,38
1151.5,41.18,2632,-112,9.999747,0,3,0,0,4.8,49
1243,77.1,0,-196,9.999747,0,3,0,0,-1,38
1174.5,60.29,2579.5,-168,9.999747,0,3,0,0,2.7,38
907.5,68.65,882.9373,-168,9.999747,0,3,0,0,0.4,38
918,68.17,2438.559,-140,9.999747,0,3,0,0,1,38
1169,86.18,0,-168,9.999747,0,3,0,0,-3.505327561,49
1184.5,42.07,2632,-112,9.999747,0,3,0,0,4.2,49
908.5,67.26,1067.5,-168,9.999747,0,3,0,0,-0.2,38
1164.5,72.07,1683.5,-168,9.999747,0,3,0,0,1.7,38
938,49.85,172.086,-112,9.999747,0,3,0,0,2.9,49
983,73.1,0,-140,9.999747,0,3,0,0,-4.6,49
1145.5,41.14,2632,-112,9.999747,0,3,0,0,4.2,49
895,67.2,1067.5,-140,9.999747,0,3,0,0,-0.2,38
1167,60.84,2596.073,-168,9.999747,0,3,0,0,3.4,38
1194.5,42.65,2607.5,-140,9.999747,0,3,0,0,5,49
1141.5,40.9,2632,-112,9.999747,0,3,0,0,4.2,49
981,73.09,0,-140,9.999747,0,3,0,0,-4.6,49
953,49.46,1739.5,-140,9.999747,0,3,0,0,0,49
1115.5,49.19,2296.986,-140,9.999747,0,3,0,0,4,49
1113.5,57.05,2606.269,-168,9.999747,0,3,0,0,1.7,38
920,68.75,1573.964,-168,9.999747,0,3,0,0,1.5,38
1189,73.76,0,-196,9.999747,0,3,0,0,-1,38
1097.5,57.71,2243.5,-140,9.999747,0,3,0,0,2.3,49
1141.5,40.93,2632,-112,9.999747,0,3,0,0,4.2,49
959.5,71.85,0,-140,9.999747,0,3,0,0,-0.8,49
1099,57.14,744.6321,-140,9.999747,0,3,0,0,0.2,49
1164,72.3,647.5,-196,9.999747,0,3,0,0,0.2,38
907.5,66.36,0,-140,9.999747,0,3,0,0,-2.7,49
1147,40.88,2632,-112,9.999747,0,3,0,0,4.2,49
1146,40.82,2632,-112,9.999747,0,3,0,0,4.2,49
1254,44.78,161.3071,-168,9.999747,0,3,0,0,4.8,49
1093.5,55.76,2607.5,-168,9.999747,0,3,0,0,0,38
1201.5,62.6,2579.5,-168,9.999747,0,3,0,0,3.1,38
903.5,67.38,2068.828,-140,9.999747,0,3,0,0,1,38
1124,58.08,1376.317,-140,9.999747,0,3,0,0,2.1,49
875.5,65.31,1606.172,-140,9.999747,0,3,0,0,1,38
1372.5,70.22,2326.753,-196,9.999747,0,3,0,0,0.4,38
1319.5,67.72,2632,-196,9.999747,0,3,0,0,0,38
1056.5,54.41,1626.381,-113.1185,9.999747,0,3,0,0,1.9,49
1144,49.93,342.381,-168,9.999747,0,3,0,0,3.1,49
1274.5,65.65,0,-168,9.999747,0,3,0,0,-3.8,49
918,68.59,1540,-140,9.999747,0,3,0,0,0.6,38
926.5,69.42,319.2026,-168,9.999747,0,3,0,0,-1,38
915.5,68.41,0,-140,9.999747,0,3,0,0,-4.8,49
1151.5,70.67,1603.33,-168,9.999747,0,3,0,0,0.4,38
1174.5,72.8,815.5,-168,9.999747,0,3,0,0,-1,38
1369.5,48.21,2663.315,-140,9.999747,0,3,0,0,3.1,49
1153.5,71.3,2131.5,-168,9.999747,0,3,0,0,1.9,38
959,72.01,0,-168,9.999747,0,3,0,0,-0.4,38
1155.5,59.71,1853.26,-168,9.999747,0,3,0,0,1.5,38
1038,64.72,1711.5,-140,9.999747,0,3,0,0,2.3,49
1145,70.71,1854.053,-168,9.999747,0,3,0,0,0.4,38
910.5,67.68,2187.5,-140,9.999747,0,3,0,0,0.6,38
900,66.68,500.8582,-168,9.999747,0,3,0,0,-0.6,38
890.5,66.54,1634.551,-168,9.999747,0,3,0,0,0.6,38
1142,70.77,2103.5,-168,9.999747,0,3,0,0,2.5,38
1157.5,71.53,2097.656,-162.156,9.999747,0,3,0,0,2.5,38
1168,72.13,1991.5,-168,9.999747,0,3,0,0,1.5,38
1139,84.41,0,-168,9.999747,0,3,0,0,-4,49
1158.5,41.44,2632,-112,9.999747,0,3,0,0,4.2,49
1099.5,47.69,2434.058,-112,9.999747,0,3,0,0,5,49
902.5,66.94,899.5,-168,9.999747,0,3,0,0,-0.2,38
885,66.08,535.5,-168,9.999747,0,3,0,0,-0.8,38
1095.5,56.62,2271.5,-168,9.999747,0,3,0,0,2.3,38
922,68.87,1390.665,-155.1649,9.999747,0,3,0,0,0.4,38
1193,73.96,0,-196,9.999747,0,3,0,0,-0.6,38
1052.5,54.58,252.8775,-196,9.999747,0,3,0,0,2.1,38
1160.5,71.78,2047.5,-168,9.999747,0,3,0,0,1.7,38
884,65.92,199.5,-168,9.999747,0,3,0,0,-0.8,38
936.5,69.8,1319.5,-168,9.999747,0,3,0,0,0.4,38
913,68.07,1711.5,-140,9.999747,0,3,0,0,0.6,38
1317.5,46.01,2635.5,-140,9.999747,0,3,0,0,3.8,49
1170.5,50.75,2579.5,-140,9.999747,0,3,0,0,4.6,49
1169.5,59.56,2579.5,-168,9.999747,0,3,0,0,-0.2,38
935.5,70.02,67.21725,-168,9.999747,0,3,0,0,-1,38
1192.5,73.58,0,-196,9.999747,0,3,0,0,-1.7,38
1335.5,82.3,0,-196,9.999747,0,3,0,0,-2.7,38
1169.5,41.85,2632,-112,9.999747,0,3,0,0,4.8,49
1182.5,61.55,2632,-168,9.999747,0,3,0,0,3.4,38
1150.5,41.2,2632,-112,9.999747,0,3,0,0,4.8,49
1085.5,46.91,2635.5,-112,9.999747,0,3,0,0,4,49
1085.5,67.08,647.5,-168,9.999747,0,3,0,0,-0.6,38
896,66.92,955.5,-168,9.999747,0,3,0,0,-0.2,38
1204,74.81,913.274,-196,9.999747,0,3,0,0,0.4,38
1174,72.39,1879.5,-168,9.999747,0,3,0,0,1.3,38
1348,47.94,2467.5,-140,9.999747,0,3,0,0,4.2,49
1135,48.77,2632,-112,9.999747,0,3,0,0,3.8,49
876,65.31,1634.111,-140,9.999747,0,3,0,0,1,38
1072.5,55.49,2355.5,-168,9.999747,0,3,0,0,2.3,38
908,67.59,1039.5,-168,9.999747,0,3,0,0,-0.2,38
1084.5,56.04,2271.5,-168,9.999747,0,3,0,0,2.3,38
1381,59.22,1941.687,-196,9.999747,0,3,0,0,1.7,38
896,66.8,380.734,-168,9.999747,0,3,0,0,0,38
1246.5,76.77,0,-196,9.999747,0,3,0,0,-2.7,38
1083,67.08,661.923,-168,9.999747,0,3,0,0,-0.6,38
1143.5,70.72,2439.5,-168,9.999747,0,3,0,0,2.5,38
1199.5,74.28,477.9806,-196,9.999747,0,3,0,0,-0.4,38
1266,53.34,2632,-140,9.999747,0,3,0,0,1.9,49
1148.5,71.23,2187.5,-168,9.999747,0,3,0,0,1.9,38
915.5,68.58,1691.821,-168,9.999747,0,3,0,0,1.5,38
1059,65.36,1649.549,-168,9.999747,0,3,0,0,1.9,38
902.5,67.26,1571.5,-140,9.999747,0,3,0,0,0.6,38
1188,73.51,0,-196,9.999747,0,3,0,0,-1.7,38
1191.5,50.03,2607.5,-112,9.999747,0,3,0,0,1.7,49
1152,49.97,2632,-112,9.999747,0,3,0,0,4.6,49
1162.5,71.82,1291.5,-168,9.999747,0,3,0,0,1.3,38
946.5,48.63,1851.5,-168,9.999747,0,3,0,0,1.3,38
1030,62.97,2635.5,-140,9.999747,0,3,0,0,2.7,38
1269.5,54.91,957.4267,-196,9.999747,0,3,0,0,2.1,38
1052,64.85,1877.146,-168,9.999747,0,3,0,0,2.632731677,38
1151,70.82,2355.5,-140,9.999747,0,3,0,0,2.3,38
1169,72.78,1039.178,-168,9.999747,0,3,0,0,0,38
1154,71.41,1935.5,-168,9.999747,0,3,0,0,1.5,38
1166,72.12,2103.5,-168,9.999747,0,3,0,0,1.7,38
1283,65.55,0,-168,9.999747,0,3,0,0,-4,49
1335,82.17,0,-196,9.999747,0,3,0,0,-2.7,38
1099.5,81.32,0,-168,9.999747,0,3,0,0,-4,49
1156.5,71.58,2103.5,-140,9.999747,0,3,0,0,2.5,38
1151,71.35,2103.684,-168,9.999747,0,3,0,0,1.9,38
1238,63.36,2604,-196,9.999747,0,3,0,0,1.7,38
1162.5,59.75,2604,-168,9.999747,0,3,0,0,1.7,38
911.5,68.11,1655.5,-140,9.999747,0,3,0,0,0.6,38
1343,69.04,2635.5,-196,9.999747,0,3,0,0,0.8,38
1152.5,41.17,2632,-112,9.999747,0,3,0,0,4.8,49
918,68.45,1599.5,-140,9.999747,0,3,0,0,0.6,38
1088.5,56.71,759.5,-140,9.999747,0,3,0,0,0.2,49
1159,71.62,1739.5,-168,9.999747,0,3,0,0,1.5,38
1165,72.02,1683.5,-168,9.999747,0,3,0,0,1.5,38
1124.5,58.12,1375.5,-140,9.999747,0,3,0,0,2.1,49
1251.5,77.07,0,-196,9.999747,0,3,0,0,-1,38
1142.5,59.83,1528.917,-196,9.999747,0,3,0,0,2.7,38
1410.5,59.65,2496.052,-196,9.999747,0,3,0,0,1.7,38
1142.5,60.2,37.85318,-140,9.999747,0,3,0,0,-1.5,49
1236,76.42,0,-196,9.999747,0,3,0,0,-3.1,38
1056,65.07,1845.604,-168,9.999747,0,3,0,0,1.9,38
1141.5,70.82,2058.351,-168,9.999747,0,3,0,0,1.9,38
1051,54.28,2019.5,-140,9.999747,0,3,0,0,1.9,49
875,65.32,1711.5,-140,9.999747,0,3,0,0,1,38
1310.5,67.33,2630.078,-196,9.999747,0,3,0,0,1.7,38
1093.5,48.76,2018.396,-140,9.999747,0,3,0,0,2.9,49
892,67.12,787.5,-168,9.999747,0,3,0,0,-0.2,38
901,67.81,1965.833,-140,9.999747,0,3,0,0,1.5,38
1013,62.19,2635.5,-168,9.999747,0,3,0,0,2.7,38
1090.5,80.46,0,-140,9.999747,0,3,0,0,-4,49
1149,48.34,2632,-112,9.999747,0,3,0,0,1.7,49
1195,73.68,0,-196,9.999747,0,3,0,0,-1.7,38
1308,56.38,1678.435,-201.3984,9.999747,0,3,0,0,2.1,38
941,68.97,0,-140,9.999747,0,3,0,0,-2.7,49
965.5,72.62,0,-168,9.999747,0,3,0,0,-0.4,38
1073.5,54.88,2632,-168,9.999747,0,3,0,0,1.7,38
856.5,64,2189.781,-140,9.999747,0,3,0,0,2.7,38
1251.5,63.85,0,-168,9.999747,0,3,0,0,-4,49
938,69.54,1543.5,-168,9.999747,0,3,0,0,0.4,38
1186,73.25,283.5,-196,9.999747,0,3,0,0,-1.9,38
1095.5,47.34,2635.5,-112,9.999747,0,3,0,0,4.2,49
945,70.5,688.2918,-168,9.999747,0,3,0,0,-0.4,38
1158,71.53,2131.5,-168,9.999747,0,3,0,0,1.7,38
918.5,69.03,1439.618,-168,9.999747,0,3,0,0,0.8,38
1152,71.16,2215.5,-168,9.999747,0,3,0,0,1.7,38
1138.5,70.25,2355.5,-168,9.999747,0,3,0,0,2.5,38
1198,61.62,2579.5,-168,9.999747,0,3,0,0,1.7,38
1131.5,48.7,2632,-112,9.999747,0,3,0,0,3.8,49
1185.5,73,619.5,-168,9.999747,0,3,0,0,-1,38
1157,41.31,2632,-112,9.999747,0,3,0,0,4.2,49
896,66.96,1011.5,-168,9.999747,0,3,0,0,-0.2,38
977,73.51,0,-168,9.999747,0,3,0,0,-0.4,38
882.5,65.87,255.5,-168,9.999747,0,3,0,0,-0.8,38
1240.5,77.11,0,-196,9.999747,0,3,0,0,-2.5,38
1149,60.17,1044.772,-196,9.999747,0,3,0,0,2.7,38
1222,64.07,0,-168,9.999747,0,3,0,0,1.7,38
1048,54.43,1535.051,-140,9.999747,0,3,0,0,1.3,49
918,68.43,1599.5,-140,9.999747,0,3,0,0,0.6,38
1089,47.11,1659.48,-140,9.999747,0,3,0,0,2.1,49
1157.5,71.85,787.5,-196,9.999747,0,3,0,0,0.2,38
1169.5,41.85,2632,-112,9.999747,0,3,0,0,4.8,49
891,66.1,143.5,-168,9.999747,0,3,0,0,-0.8,38
1229.5,43.36,2612.808,-118.066,9.999747,0,3,0,0,4.2,49
1044,53.84,498.6534,-140,9.999747,0,3,0,0,-2.1,49
1282,67,0,-168,9.999747,0,3,0,0,-3.8,49
1171.5,43.77,1680.61,-143.6204,9.999747,0,3,0,0,4.2,49
1013,50.27,489.2075,-135.5655,9.999747,0,3,0,0,2.9,49
1411.5,50.43,2436.652,-140,9.999747,0,3,0,0,3.6,49
838.5,62.92,2128,-140,9.999747,0,3,0,0,2.7,38
885.5,65.86,2044.503,-140,9.999747,0,3,0,0,1,38
990,72.68,0,-140,9.999747,0,3,0,0,-2.7,49
1035.5,76.05,0,-140,9.999747,0,3,0,0,-2.7,49
890.5,66.79,395.5,-168,9.999747,0,3,0,0,0,38
878,65.91,898.9163,-168,9.999747,0,3,0,0,0.4,38
883.5,66.37,563.5,-168,9.999747,0,3,0,0,0.4,38
1158.5,71.74,2159.5,-168,9.999747,0,3,0,0,1.7,38
1248.5,76.94,0,-196,9.999747,0,3,0,0,-2.1,38
926,69.25,1355.794,-168,9.999747,0,3,0,0,0.8,38
1533,66.62,428.6169,-224,9.999747,0,3,0,0,1.3,38
1132.5,49.03,2632,-112,9.999747,0,3,0,0,4.6,49
1099.5,47.44,2635.5,-112,9.999747,0,3,0,0,4.2,49
878.5,64.32,0,-116.1258,9.999747,0,3,0,0,-2.7,49
1101,68.48,0,-196,9.999747,0,3,0,0,-0.6,38
1270,54.68,1151.5,-196,9.999747,0,3,0,0,2.1,38
1168,72.09,2019.5,-168,9.999747,0,3,0,0,1.5,38
1266.5,54.59,1265.396,-196,9.999747,0,3,0,0,2.1,38
1258.5,77.5,0,-196,9.999747,0,3,0,0,-2.1,38
1229,76.81,0,-196,9.999747,0,3,0,0,-3.1,38
1215,75.03,0,-196,9.999747,0,3,0,0,-2.1,38
1274.5,78.65,0,-196,9.999747,0,3,0,0,-2.5,38
1219,74.87,0,-196,9.999747,0,3,0,0,-2.1,38
956.5,71.66,0,-168,9.999747,0,3,0,0,-0.4,38
1118.5,82.98,0,-168,9.999747,0,3,0,0,-4,49
1049.5,54.67,1008.237,-140,9.999747,0,3,0,0,0.6,49
944.5,70.25,1004.876,-168,9.999747,0,3,0,0,-0.4,38
1426,50.79,2411.813,-140,9.999747,0,3,0,0,3.6,49
947.5,70.73,87.5,-168,9.999747,0,3,0,0,-1.3,38
898.5,67.57,0,-140,9.999747,0,3,0,0,-4.8,49
1148.5,59.69,1543.5,-168,9.999747,0,3,0,0,1.5,38
1167,70.58,2604,-168,9.999747,0,3,0,0,-1.7,38
900.5,67.08,1067.5,-140,9.999747,0,3,0,0,-0.4,38
1027,53.7,1207.5,-140,9.999747,0,3,0,0,0.6,49
1247.5,43.9,2632,-140,9.999747,0,3,0,0,4.2,49
1213.5,61.11,2002.7,-112,9.999747,0,3,0,0,-2.559999218,49
1174,41.75,2632,-112,9.999747,0,3,0,0,4.6,49
1221,75.11,0,-196,9.999747,0,3,0,0,-2.1,38
1377,47.97,2663.5,-140,9.999747,0,3,0,0,1.7,49
887,66.1,2019.5,-140,9.999747,0,3,0,0,1,38
1171,73.45,104.6378,-196,9.999747,0,3,0,0,-1.9,38
894.5,67.12,1263.5,-168,9.999747,0,3,0,0,0.4,38
1013.5,75.33,0,-168,9.999747,0,3,0,0,-1.9,38
921,67.67,0,-140,9.999747,0,3,0,0,-4.8,49
1191.5,88.93,0,-168,9.999747,0,3,0,0,-2.5,49
1119,48.38,2633.857,-112,9.999747,0,3,0,0,5,49
919.5,68.54,1571.5,-140,9.999747,0,3,0,0,0.6,38
1163.5,71.9,1823.5,-168,9.999747,0,3,0,0,1.5,38
1156.5,71.62,937.4722,-196,9.999747,0,3,0,0,0.2,38
1173.5,72.92,563.5,-196,9.999747,0,3,0,0,0.2,38
931,69.55,255.5,-168,9.999747,0,3,0,0,-1,38
1057.5,65.09,1818.879,-168,9.999747,0,3,0,0,1.9,38
1124.5,58.15,1306.182,-140,9.999747,0,3,0,0,2.1,49
1210,62.75,2579.5,-168,9.999747,0,3,0,0,3.4,38
1017.5,52.97,1441.582,-129.918,9.999747,0,3,0,0,1.7,49
1261,44.52,2632,-140,9.999747,0,3,0,0,4.2,49
1110,48.05,2635.5,-112,9.999747,0,3,0,0,4.2,49
1028.5,53.37,1364.335,-140,9.999747,0,3,0,0,1.7,49
845,62.28,0,-112,9.999747,0,3,0,0,-2.7,49
1238.5,76.58,0,-196,9.999747,0,3,0,0,-3.1,38
1011,52.53,1487.5,-140,9.999747,0,3,0,0,1.7,49
1134.5,48.72,2632,-112,9.999747,0,3,0,0,3.459982716,49
891.5,66.48,535.5,-168,9.999747,0,3,0,0,-0.6,38
1015.5,77.45,0,-140,9.999747,0,3,0,0,3.8,49
1136.5,48.34,1929.136,-140,9.999747,0,3,0,0,1.7,49
884.5,65.81,2047.5,-140,9.999747,0,3,0,0,1,38
867,65.24,1725.029,-140,9.999747,0,3,0,0,0.8,38
1048,54.3,1843.685,-112,9.999747,0,3,0,0,1.9,49
1195.5,62.15,2607.5,-168,9.999747,0,3,0,0,3.1,38
1163.5,72.21,1739.5,-168,9.999747,0,3,0,0,1.5,38
1306,66.63,2607.5,-168,9.999747,0,3,0,0,0.4,38
935,69.69,1375.5,-168,9.999747,0,3,0,0,0.4,38
1208.5,73.92,2579.5,-168,9.999747,0,3,0,0,0.8,38
902,67.21,2355.5,-140,9.999747,0,3,0,0,0.6,38
927,68.84,2187.5,-140,9.999747,0,3,0,0,0.6,38
1417,41.42,2688,-140,9.999747,0,3,0,0,4.8,49
1245,76.73,0,-196,9.999747,0,3,0,0,-2.7,38
903,67.38,2049.988,-140,9.999747,0,3,0,0,1,38
1157.5,71.56,2103.5,-168,9.999747,0,3,0,0,1.7,38
1189,73.49,0,-196,9.999747,0,3,0,0,-1.7,38
2079.5,62.55,423.5,-308,9.999747,0,3,0,0,1.7,38
904.5,67.35,1263.5,-140,9.999747,0,3,0,0,-0.136256294,38
1143.5,40.88,2632,-112,9.999747,0,3,0,0,4.2,49
1140,49.5,2632,-112,9.999747,0,3,0,0,4.6,49
1243,44.03,2632,-140,9.999747,0,3,0,0,4.8,49
1169.5,61.75,0,-168,9.999747,0,3,0,0,3.8,49
1371.5,49.03,1696.198,-140,9.999747,0,3,0,0,3.1,49
1137,40.78,2632,-112,9.999747,0,3,0,0,4.8,49
1269.5,77.99,0,-196,9.999747,0,3,0,0,-2.7,38
927,69.52,1235.5,-168,9.999747,0,3,0,0,0.4,38
984,51,2635.5,-112,9.999747,0,3,0,0,2.9,49
1103.5,57.19,2131.5,-168,9.999747,0,3,0,0,2.152615421,38
1162.5,41.69,2632,-112,9.999747,0,3,0,0,4.8,49
937.5,70.07,59.5,-168,9.999747,0,3,0,0,-1,38
936.5,69.54,1543.5,-168,9.999747,0,3,0,0,0.4,38
993.5,74.49,0,-168,9.999747,0,3,0,0,-0.8,38
1223.5,43.27,2607.5,-112,9.999747,0,3,0,0,4.2,49
1220.5,74.85,1173.255,-196,9.999747,0,3,0,0,-1.9,38
842.5,63.03,2085.647,-140,9.999747,0,3,0,0,2.7,38
886,66.03,507.5,-168,9.999747,0,3,0,0,-0.8,38
1273.5,65.56,0,-168,9.999747,0,3,0,0,-3.8,49
1140.5,70.6,2131.5,-168,9.999747,0,3,0,0,2.5,38
904,68.03,1859.901,-140,9.999747,0,3,0,0,1.5,38
1161.5,41.55,2632,-112,9.999747,0,3,0,0,4.8,49
907,67.41,1123.5,-168,9.999747,0,3,0,0,0.4,38
1157.5,71.42,2131.5,-140.0377,9.999747,0,3,0,0,1.9,38
1167,73.79,0,-196,9.999747,0,3,0,0,-0.2,38
1162,71.82,1263.5,-168,9.999747,0,3,0,0,1.3,38
1256,77.15,0,-196,9.999747,0,3,0,0,-2.7,38
882,65.83,395.5,-168,9.999747,0,3,0,0,-0.8,38
1120,57.68,1663.53,-140,9.999747,0,3,0,0,2.1,49
1008.5,75.25,0,-168,9.999747,0,3,0,0,-1.9,38
1212,64.1,0,-168,9.999747,0,3,0,0,1.7,38
908,67.18,0,-140,9.999747,0,3,0,0,-4.8,49
1121.5,57.94,1483.857,-140,9.999747,0,3,0,0,2.1,49
963.5,49.61,1655.5,-140,9.999747,0,3,0,0,0,49
1379,70.57,0,-196,9.999747,0,3,0,0,-3.8,49
885,66.07,535.5,-168,9.999747,0,3,0,0,-0.8,38
1178,72.77,860.7037,-168,9.999747,0,3,0,0,-0.4,38
978,73.58,0,-168,9.999747,0,3,0,0,-0.4,38
894,66.73,1109.918,-140,9.999747,0,3,0,0,-0.4,38
1143.5,56.48,3.149336,-140,9.999747,0,3,0,0,2.1,49
907,67.59,1039.5,-168,9.999747,0,3,0,0,-0.2,38
1007.5,51.38,2327.5,-168,9.999747,0,3,0,0,1.3,38
1192,73.53,0,-196,9.999747,0,3,0,0,-1.9,38
1235.5,63.96,2604,-168,9.999747,0,3,0,0,1,38
1368,44.27,0,-140,9.999747,0,3,0,0,4.429332067,49
1296.5,45.81,2632,-140,9.999747,0,3,0,0,4.2,49
1288.5,79.51,0,-196,9.999747,0,3,0,0,-2.7,38
1144,70.71,2383.5,-168,9.999747,0,3,0,0,2.3,38
1165,41.8,2632,-140,9.999747,0,3,0,0,4.2,49
1156,71.67,1739.5,-168,9.999747,0,3,0,0,1.5,38
1218.5,51.93,2607.5,-140,9.999747,0,3,0,0,2.7,49
1182,61.51,2632,-168,9.999747,0,3,0,0,3.4,38
1361,69.5,0,-196,9.999747,0,3,0,0,-3.8,49
1159,41.49,2632,-112,9.999747,0,3,0,0,4.8,49
922,68.65,1579.488,-140,9.999747,0,3,0,0,0.6,38
1182,73.33,535.5,-196,9.999747,0,3,0,0,0.2,38
1140.5,40.86,2632,-112,9.999747,0,3,0,0,4.2,49
1150,71.19,1823.5,-168,9.999747,0,3,0,0,1.7,38
1230.5,76.02,0,-196,9.999747,0,3,0,0,-1.9,38
1149,71.13,1991.5,-168,9.999747,0,3,0,0,1.7,38
991,74.4,0,-168,9.999747,0,3,0,0,-0.4,38
1305.5,69.62,0,-196,9.999747,0,3,0,0,-3.8,49
1124,48.16,2632,-140,9.999747,0,3,0,0,3.1,49
909.5,67.75,2131.5,-168,9.999747,0,3,0,0,0.6,38
1117,48.27,2635.306,-112,9.999747,0,3,0,0,5,49
924,68.71,1599.5,-140,9.999747,0,3,0,0,0.6,38
1046.5,54.39,1041.628,-140,9.999747,0,3,0,0,0.6,49
1158,71.31,2327.5,-140,9.999747,0,3,0,0,2.5,38
907.5,67.47,1992.385,-167.1148,9.999747,0,3,0,0,0.6,38
1316,80.95,0,-196,9.999747,0,3,0,0,-2.7,38
1089.5,66.85,2012.714,-168,9.999747,0,3,0,0,-0.2,38
1132,48.74,2632,-112,9.999747,0,3,0,0,3.8,49
1047.5,54.42,1515.5,-140,9.999747,0,3,0,0,1.3,49
1157.5,71.67,1403.5,-168,9.999747,0,3,0,0,1.3,38
907.5,67.55,1363.061,-168,9.999747,0,3,0,0,0.6,38
1064.5,54.37,2632,-168,9.999747,0,3,0,0,1.7,38
880.5,66.05,1409.268,-140,9.999747,0,3,0,0,0.8,38
1343,47.56,2660,-140,9.999747,0,3,0,0,3.1,49
1160.5,72.05,703.5,-196,9.999747,0,3,0,0,0.2,38
1023.5,52.23,2432.115,-168,9.999747,0,3,0,0,1.3,38
1144,70.67,2327.5,-168,9.999747,0,3,0,0,2.3,38
900,67.04,2436,-140,9.999747,0,3,0,0,1,38
1273.5,78.41,0,-196,9.999747,0,3,0,0,-2.5,38
1152.5,71.44,1778.342,-168,9.999747,0,3,0,0,1.9,38
899.5,67.06,1291.5,-168,9.999747,0,3,0,0,0.4,38
1269.5,78.18,0,-196,9.999747,0,3,0,0,-2.7,38
1157,71.47,2244.875,-140,9.999747,0,3,0,0,2.5,38
1374.5,84.32,0,-224,9.999747,0,3,0,0,-2.7,38
1242.5,77.04,0,-196,9.999747,0,3,0,0,-1,38
1195.5,74.05,0,-196,9.999747,0,3,0,0,-0.6,38
1174.5,61.24,2579.5,-168,9.999747,0,3,0,0,3.4,38
934.5,69.69,1375.5,-168,9.999747,0,3,0,0,0.4,38
1108.5,81.6,0,-168,9.999747,0,3,0,0,-4,49
848.5,63.39,2240,-140,9.999747,0,3,0,0,2.7,38
1094.5,67.9,150.461,-196,9.999747,0,3,0,0,-0.6,38
1090,46.96,1877.331,-140,9.999747,0,3,0,0,2.1,49
1111,49.54,494.8474,-144.2175,9.999747,0,3,0,0,3.1,49
1249,52.89,2632,-140,9.999747,0,3,0,0,1.9,49
1155.5,71.36,1935.5,-168,9.999747,0,3,0,0,1.5,38
898,65.77,0,-140,9.999747,0,3,0,0,-2.7,49
1339,68.79,2635.5,-196,9.999747,0,3,0,0,0.8,38
896.5,66.58,507.5,-168,9.999747,0,3,0,0,-0.6,38
1082,46.84,2635.5,-112,9.999747,0,3,0,0,4,49
1239,76.31,0,-196,9.999747,0,3,0,0,-1.9,38
1020.5,52.36,562.1818,-140,9.999747,0,3,0,0,0,49
1234.5,76.6,0,-196,9.999747,0,3,0,0,-3.1,38
1090,80.66,0,-140,9.999747,0,3,0,0,-4,49
1178.5,72.73,899.5,-168,9.999747,0,3,0,0,-0.4,38
901,67.19,2271.5,-140,9.999747,0,3,0,0,1.3,38
1152,60.13,1319.5,-168,9.999747,0,3,0,0,1.5,38
954,71.98,65.20267,-168,9.999747,0,3,0,0,0.4,38
1316,54.99,2633.996,-140,9.999747,0,3,0,0,-0.4,49
1188.5,73.52,0,-196,9.999747,0,3,0,0,-1,38
1166.5,72.49,619.5,-196,9.999747,0,3,0,0,0.2,38
905.5,67.52,1390.172,-168,9.999747,0,3,0,0,0.6,38
986.5,50.42,2215.5,-168,9.999747,0,3,0,0,1.3,38
1208,53.93,1959.512,-168,9.999747,0,3,0,0,4.6,49
995.5,62.02,877.4365,-140,9.999747,0,3,0,0,1.5,38
867,65.25,1713.89,-140,9.999747,0,3,0,0,0.8,38
901,67.27,1067.5,-168,9.999747,0,3,0,0,-0.2,38
882,65.57,1991.5,-140,9.999747,0,3,0,0,1,38
936.5,70.81,406.8794,-168,9.999747,0,3,0,0,0.4,38
999.5,74.54,0,-168,9.999747,0,3,0,0,-0.4,38
906,67.64,1221.466,-168,9.999747,0,3,0,0,0.6,38
895.5,67.09,2355.5,-140,9.999747,0,3,0,0,1.3,38
